178-2-000062,일곡동주민센터,공영,노외,광주광역시 북구 설죽로 527(일곡동),광주광역시 북구 일곡동 849-5,9,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.20602282,126.8972795,2021-06-28,3620000,광주광역시 북구
178-2-000063,매곡동주민센터,공영,노외,광주광역시 북구 매곡로69번길 25(매곡동),광주광역시 북구 매곡동 80,7,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.18963533,126.8920694,2021-06-28,3620000,광주광역시 북구
178-2-000064,오치1동주민센터,공영,노외,광주광역시 북구 우치로274번길 48(오치동),광주광역시 북구 오치동 941-2,19,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.18910416,126.9081312,2021-06-28,3620000,광주광역시 북구
178-2-000065,오치2동주민센터,공영,노외,광주광역시 북구 서하로183번길 29(오치동),광주광역시 북구 오치동 861-6,18,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.19004634,126.9004838,2021-06-28,3620000,광주광역시 북구
178-2-000066,석곡동주민센터,공영,노외,광주광역시 북구 석곡로 634(망월동),광주광역시 북구 망월동 668-3,14,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.21501557,126.9500443,2021-06-28,3620000,광주광역시 북구
178-2-000067,건국동주민센터,공영,노외,광주광역시 북구 본촌마을길 25(본촌동),광주광역시 북구 본촌동 378-1,19,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.22294676,126.8816343,2021-06-28,3620000,광주광역시 북구
178-2-000068,양산동주민센터,공영,노외,광주광역시 북구 양산택지로 32(양산동),광주광역시 북구 양산동 1019-1,8,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.20916495,126.8796423,2021-06-28,3620000,광주광역시 북구
178-2-000069,신안동 공영주차장,공영,노외,광주광역시 북구 신안동 120-2외 1필지,광주광역시 북구 신안동 120-2외 1필지,19,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,700,15,350,240,8000,88000,현금,민간위탁,광주광역시 북구청,062-410-8106,35.164144,126.905295,2021-06-28,3620000,광주광역시 북구
178-2-000070,삼각동 일곡엘리체 공영주차장,공영,노외,광주광역시 북구 삼각동 837,광주광역시 북구 삼각동 837,46,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.19674368,126.8981828,2021-06-28,3620000,광주광역시 북구
178-2-000071,본촌동 공영주차장,공영,노외,광주광역시 북구 용두택지로 66(본촌동),광주광역시 북구 본촌동 2931,28,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.21652283,126.8788846,2021-06-28,3620000,광주광역시 북구
178-2-000072,유동 쌈지,공영,노외,광주광역시 북구 유동 103-4,광주광역시 북구 유동 103-4,8,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.160841,126.905949,2021-06-28,3620000,광주광역시 북구
178-2-000073,본촌동 쌈지주차장,공영,노외,광주광역시 북구 본촌동 3034,광주광역시 북구 유동 103-4,7,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.16083147,126.9059242,2021-06-28,3620000,광주광역시 북구
178-2-000074,운암어린이공원 지하공영주차장,공영,노외,광주광역시 북구 운암동 95,광주광역시 북구 운암동 95,56,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,700,15,350,240,8000,88000,현금,민간위탁,광주광역시 북구청,062-410-8106,35.17405645,126.8814556,2021-06-28,3620000,광주광역시 북구
178-2-000075,남도향토음식박물관 옆 공영주차장,공영,노외,광주광역시 북구 삼각동 781-3,광주광역시 북구 삼각동 781-3,33,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.201204,126.8985704,2021-06-28,3620000,광주광역시 북구
178-2-000076,중흥3구역 1주차장,공영,노외,광주광역시 북구 중흥동 280-4,광주광역시 북구 중흥동 280-4,82,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.17308222,126.9138092,2021-06-28,3620000,광주광역시 북구
178-2-000077,중흥3구역 2주차장,공영,노외,광주광역시 북구 중흥동 361-17,광주광역시 북구 중흥동 361-17,64,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,1440,0,,,,,,,직영,광주광역시 북구청,062-410-8106,35.17295579,126.9134756,2021-06-28,3620000,광주광역시 북구
195-2-000057,화봉공원,공영,노외,울산광역시 북구 화봉동 445-1,울산광역시 북구 화봉동 445-1,129,1,미시행,평일+토요일,00:00,00:00,00:00,00:00,00:00,00:00,혼합,30,500,,,,,,,,울산광역시 북구청,052-241-7963,35.58943549,129.3648249,2021-06-23,3720000,울산광역시 북구
000-2-000057,윗소사,공영,노외,경기도 부천시 소사로 177번길 19,경기도 부천시 소사본동 179,171,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,300,10,200,220,4000,50000,신용카드,무인 자동화,경기도 부천도시공사,032-340-0997,37.47405869,126.7945737,2020-10-22,3860000,경기도 부천시
000-2-000058,중앙공원,공영,노외,경기도 부천시 소향로 164,경기도 부천시 중동 1177-1,982,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,300,10,200,220,4000,50000,신용카드,무인 자동화,경기도 부천도시공사,032-340-0997,37.50136599,126.7653349,2020-10-22,3860000,경기도 부천시
000-2-000059,춘의동 임시,공영,노외,경기도 부천시 부천로 163,경기도 부천시 춘의동 212-8,56,3,미시행,평일,10:00,18:00,00:00,00:00,00:00,00:00,유료,30,300,10,200,220,4000,40000,신용카드,"토, 일, 공휴일 개방/야간거주자",경기도 부천도시공사,032-340-0923,37.49888209,126.7858161,2020-10-22,3860000,경기도 부천시
000-2-000060,한신철골,공영,노외,경기도 부천시 은성로 68번길 46,경기도 부천시 소사본동 200-1,216,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,300,10,200,220,4000,50000,신용카드,무인 자동화,경기도 부천도시공사,032-340-0997,37.47312398,126.7980175,2020-10-22,3860000,경기도 부천시
000-3-000062,난장,공영,부설,경기도 부천시 길주로 1,경기도 부천시 상동 529-2,300,기타,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,400,10,200,0,5000,90000,신용카드,연중무휴<화물차 전용 주차장>,경기도 부천도시공사,032-340-0923,37.50905498,126.7456182,2020-10-22,3860000,경기도 부천시
000-3-000063,복사골문화센터,공영,부설,경기도 부천시 장말로 107,경기도 부천시 상동 394-2,182,기타,미시행,평일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,400,10,200,310,6000,,신용카드,"토, 일, 공휴일 개방<밤 11시 주차장 폐쇄>",경기도 부천도시공사,032-340-0923,37.49478407,126.7542147,2020-10-22,3860000,경기도 부천시
000-3-000064,소사어울마당,공영,부설,경기도 부천시 경인옛로 73,경기도 부천시 소사본동 64,239,기타,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,30,400,10,200,310,6000,,신용카드,"토, 일, 공휴일 개방",경기도 부천도시공사,032-340-0923,37.48004701,126.799948,2020-10-22,3860000,경기도 부천시
000-3-000065,송내어울마당,공영,부설,경기도 부천시 경인로 92번길 33,경기도 부천시 송내동 387-4,118,기타,미시행,평일,11:00,19:00,00:00,00:00,00:00,00:00,유료,30,400,10,200,310,6000,,신용카드,"토, 일, 공휴일 개방",경기도 부천도시공사,032-340-0923,37.48250133,126.7665427,2020-10-22,3860000,경기도 부천시
183-1-000031,용운동 일반통행길(하행길),공영,노상,대전광역시 동구 계족로140번길,대전광역시 동구 용운동 447-6~489-7번지선,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,,,2019-03-07,6300000,대전광역시
183-1-000032,용운동 일방통행길(상행길),공영,노상,대전광역시 동구 용운로67,대전광역시 동구 용운동 487~451-18,38,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대전광역시 동구청,042-251-4904,,,2019-03-07,6300000,대전광역시
355-2-000035,원평동소공원,공영,노외,,경상북도 구미시 원평동 1078,42,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.133805,128.329268,2021-06-10,5080000,경상북도 구미시
355-2-000036,공단구조화,공영,노외,,경상북도 구미시 공단동 295-16,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.09563111,128.3891969,2021-06-10,5080000,경상북도 구미시
355-2-000037,공단구조화,공영,노외,,경상북도 구미시 공단동 296-34,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.09513126,128.3905316,2021-06-10,5080000,경상북도 구미시
355-2-000038,공단구조화,공영,노외,,경상북도 구미시 공단동 295-31,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.09464264,128.3886475,2021-06-10,5080000,경상북도 구미시
355-2-000039,공단구조화,공영,노외,,경상북도 구미시 공단동 296-29,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.100151,128.367643,2021-06-10,5080000,경상북도 구미시
355-2-000040,도시계획,공영,노외,경상북도 구미시 1공단로4길 38-19,경상북도 구미시 공단동 282-84,124,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.09815989,128.3685496,2021-06-10,5080000,경상북도 구미시
355-2-000041,LG디스플레이A3,공영,노외,,경상북도 구미시 공단동 299-1,198,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.0905966,128.3851995,2021-06-10,5080000,경상북도 구미시
355-2-000042,시민행복주차장,공영,노외,,"경상북도 고아읍 봉한리 911-113,911-154",130,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상북도 구미시청,,36.11572157,128.4247777,2021-06-10,5080000,경상북도 구미시
